%time,field.header.seq,field.header.stamp,field.header.frame_id,field.twist.linear.x,field.twist.linear.y,field.twist.linear.z,field.twist.angular.x,field.twist.angular.y,field.twist.angular.z
1670366103618543697,341,1670366103618021567,,0.0,0.0,0.0,0.0,0.0,0.0
1670366103650631549,342,1670366103650087363,,-0.6651983376667586,-0.06931642642082224,0.0,0.0,0.0,-0.3607065905732601
1670366103698721086,343,1670366103698122808,,-0.887406375572466,-0.09320783350076697,0.0,0.0,0.0,-0.4853457350280798
1670366103730656993,344,1670366103730120974,,-0.5645719230203952,-0.06062942802317528,0.0,0.0,0.0,-0.31667083198694146
1670366103778651252,345,1670366103778083697,,-0.5707840606818928,-0.06134129626787156,0.0,0.0,0.0,-0.32086090193788097
1670366103810501215,346,1670366103809978289,,-0.2284201755672051,-0.024603275324641013,0.0,0.0,0.0,-0.12882921440575923
1670366103826357660,347,1670366103825923178,,0.0,0.0,0.0,0.0,0.0,0.0
1670366103858576697,348,1670366103858045845,,-0.6554096194545624,-0.07391107646980735,0.0,0.0,0.0,-0.3870044735220289
1670366103906649937,349,1670366103906075863,,-0.8654603419565701,-0.09783276288394113,0.0,0.0,0.0,-0.5126661635561756
1670366103938635085,350,1670366103938091011,,-0.5341333584024281,-0.06116367971347773,0.0,0.0,0.0,-0.3215594894336043
1670366103986631845,351,1670366103986055493,,-0.5463340472929147,-0.062318393783802134,0.0,0.0,0.0,-0.32815891862603086
1670366104034690141,352,1670366104034075659,,-0.4504215754880765,-0.05027337322088783,0.0,0.0,0.0,-0.2655516091255647
1670366104066613345,353,1670366104066031030,,-0.561817548082107,-0.06144855050768868,0.0,0.0,0.0,-0.3255939383418386
1670366104114581382,354,1670366104114042178,,-0.5558890426207879,-0.060074531680318746,0.0,0.0,0.0,-0.3190088168414145
1670366104146555678,355,1670366104146009382,,-0.5559810698436222,-0.059215499886821885,0.0,0.0,0.0,-0.3154151225902108
1670366104194589178,356,1670366104194015400,,-0.5559881802624509,-0.05925913189650915,0.0,0.0,0.0,-0.3161055950111623
1670366104242549678,357,1670366104242012085,,-0.44451558738271946,-0.04830802493500452,0.0,0.0,0.0,-0.2579150274270346
1670366104274792437,358,1670366104274032326,,-0.5554723897975318,-0.0612153922591163,0.0,0.0,0.0,-0.32721732624059896
1670366104322557048,359,1670366104322013344,,-0.5495136698132397,-0.06019561737705362,0.0,0.0,0.0,-0.32236432905309365
1670366104354508604,360,1670366104353980252,,-0.5408899376863241,-0.05849801426586447,0.0,0.0,0.0,-0.3142307169935625
1670366104402551215,361,1670366104401977400,,-0.5408437513177707,-0.05887083918193127,0.0,0.0,0.0,-0.316556359273795
1670366104450552826,362,1670366104449994992,,-0.4324143862080866,-0.04753004590481763,0.0,0.0,0.0,-0.25591588009723165
1670366104482523900,363,1670366104481964400,,-0.5406785577389442,-0.0594019027090433,0.0,0.0,0.0,-0.32048721673526226
1670366104585134141,364,1670366104584561844,,-0.32452608350763984,-0.03566634585448734,0.0,0.0,0.0,-0.19256316833827344
1670366104689112270,365,1670366104688545307,,0.0,0.0,0.0,0.0,0.0,0.0
1670366104793129974,366,1670366104792565566,,0.0,0.0,0.0,0.0,0.0,0.0
1670366104897133474,367,1670366104896557307,,0.0,0.0,0.0,0.0,0.0,0.0
1670366105001122733,368,1670366105000553937,,0.0,0.0,0.0,0.0,0.0,0.0
1670366105105238492,369,1670366105104630103,,0.0,0.0,0.0,0.0,0.0,0.0
1670366105209173307,370,1670366105208603807,,0.0,0.0,0.0,0.0,0.0,0.0
1670366105313148992,371,1670366105312566973,,0.0,0.0,0.0,0.0,0.0,0.0
1670366105417127529,372,1670366105416557196,,0.0,0.0,0.0,0.0,0.0,0.0
1670366105521113825,373,1670366105520559640,,0.0,0.0,0.0,0.0,0.0,0.0
1670366105625131214,374,1670366105624564140,,0.0,0.0,0.0,0.0,0.0,0.0
1670366105729095103,375,1670366105728550547,,0.0,0.0,0.0,0.0,0.0,0.0
1670366105833138992,376,1670366105832586306,,0.0,0.0,0.0,0.0,0.0,0.0
1670366105937178918,377,1670366105936560084,,0.0,0.0,0.0,0.0,0.0,0.0
1670366106041150695,378,1670366106040564473,,0.0,0.0,0.0,0.0,0.0,0.0
1670366106145139232,379,1670366106144563714,,0.0,0.0,0.0,0.0,0.0,0.0
1670366106249235343,380,1670366106248552325,,0.0,0.0,0.0,0.0,0.0,0.0
1670366106353141325,381,1670366106352552806,,0.0,0.0,0.0,0.0,0.0,0.0
1670366106457150788,382,1670366106456587454,,0.0,0.0,0.0,0.0,0.0,0.0
1670366106561118547,383,1670366106560553528,,0.0,0.0,0.0,0.0,0.0,0.0
1670366106665124121,384,1670366106664560065,,0.0,0.0,0.0,0.0,0.0,0.0
1670366106769105084,385,1670366106768552602,,0.0,0.0,0.0,0.0,0.0,0.0
1670366106873133195,386,1670366106872581121,,0.0,0.0,0.0,0.0,0.0,0.0
1670366106977107824,387,1670366106976545565,,0.0,0.0,0.0,0.0,0.0,0.0
1670366107081192861,388,1670366107080584917,,0.0,0.0,0.0,0.0,0.0,0.0
1670366107185107935,389,1670366107184548250,,0.0,0.0,0.0,0.0,0.0,0.0
1670366107289124583,390,1670366107288553120,,0.0,0.0,0.0,0.0,0.0,0.0
1670366107393161324,391,1670366107392552046,,0.0,0.0,0.0,0.0,0.0,0.0
1670366107497246805,392,1670366107496651102,,0.0,0.0,0.0,0.0,0.0,0.0
1670366107601158009,393,1670366107600555750,,0.0,0.0,0.0,0.0,0.0,0.0
1670366107705154435,394,1670366107704576472,,0.0,0.0,0.0,0.0,0.0,0.0
1670366107809155824,395,1670366107808553953,,0.0,0.0,0.0,0.0,0.0,0.0
1670366107913145102,396,1670366107912583027,,0.0,0.0,0.0,0.0,0.0,0.0
1670366108016974490,397,1670366108016496472,,0.0,0.0,0.0,0.0,0.0,0.0
1670366108121183750,398,1670366108120599990,,0.0,0.0,0.0,0.0,0.0,0.0
1670366108225142027,399,1670366108224559953,,0.0,0.0,0.0,0.0,0.0,0.0
1670366108329208527,400,1670366108328567361,,0.0,0.0,0.0,0.0,0.0,0.0
1670366108433161694,401,1670366108432554175,,0.0,0.0,0.0,0.0,0.0,0.0
1670366108537134157,402,1670366108536558601,,0.0,0.0,0.0,0.0,0.0,0.0
1670366108641156786,403,1670366108640551934,,0.0,0.0,0.0,0.0,0.0,0.0
1670366108745163342,404,1670366108744560638,,0.0,0.0,0.0,0.0,0.0,0.0
1670366108849157453,405,1670366108848564101,,0.0,0.0,0.0,0.0,0.0,0.0
1670366108953172582,406,1670366108952589619,,0.0,0.0,0.0,0.0,0.0,0.0
1670366109009691675,407,1670366109009203101,,-16.98983688262037,-1.9268587264385106,0.0,0.0,0.0,-10.398748071962292
1670366109057829879,408,1670366109057254268,,-16.98983688262037,-1.9268587264385106,0.0,0.0,0.0,-10.398748071962292
1670366109089641564,409,1670366109089148545,,0.0,0.0,0.0,0.0,0.0,0.0
1670366109137769916,410,1670366109137223101,,0.0,0.0,0.0,0.0,0.0,0.0
1670366109169768286,411,1670366109169219693,,0.0,0.0,0.0,0.0,0.0,0.0
1670366109217855156,412,1670366109217246527,,0.0,0.0,0.0,0.0,0.0,0.0
1670366109265783564,413,1670366109265218786,,0.0,0.0,0.0,0.0,0.0,0.0
1670366109297754841,414,1670366109297204786,,0.0,0.0,0.0,0.0,0.0,0.0
1670366109345759471,415,1670366109345200804,,0.0,0.0,0.0,0.0,0.0,0.0
1670366109377728934,416,1670366109377181897,,0.0,0.0,0.0,0.0,0.0,0.0
1670366109425833656,417,1670366109425223823,,0.0,0.0,0.0,0.0,0.0,0.0
1670366109473746249,418,1670366109473180601,,0.0,0.0,0.0,0.0,0.0,0.0
1670366109505748823,419,1670366109505170397,,0.0,0.0,0.0,0.0,0.0,0.0
1670366109553742545,420,1670366109553181712,,0.0,0.0,0.0,0.0,0.0,0.0
1670366109585599489,421,1670366109585049841,,0.0,0.0,0.0,0.0,0.0,0.0
1670366109601504101,422,1670366109601026823,,0.0,0.0,0.0,0.0,0.0,0.0
1670366109633731712,423,1670366109633170489,,0.0,0.0,0.0,0.0,0.0,0.0
1670366109681704175,424,1670366109681154786,,0.0,0.0,0.0,0.0,0.0,0.0
1670366109713735508,425,1670366109713161508,,0.0,0.0,0.0,0.0,0.0,0.0
1670366109761697360,426,1670366109761138286,,0.006042901641057351,-0.00016668027506243593,0.0,0.0,0.0,4.6534030561865354e-05
1670366109809699730,427,1670366109809126249,,0.006042901641057351,-0.00016668027506243593,0.0,0.0,0.0,4.6534030561865354e-05
1670366109841665767,428,1670366109841125860,,0.009058121569365437,-0.00024984784076879696,0.0,0.0,0.0,6.97530640201507e-05
1670366109889650193,429,1670366109889102026,,0.0271900604787191,-0.0007499750410139081,0.0,0.0,0.0,0.000209380058772921
1670366109921689730,430,1670366109921112748,,0.054351054099060755,-0.0014991384563828964,0.0,0.0,0.0,0.0004185362829002302
1670366109969660434,431,1670366109969109989,,0.0603791855882428,-0.0016653972030862554,0.0,0.0,0.0,0.0004649565712804908
1670366110017507415,432,1670366110017022989,,0.04834640161088777,-0.0013334886798071007,0.0,0.0,0.0,0.0003722967889543647
1670366110049698063,433,1670366110049109156,,0.06942769763343923,-0.0019149272853920853,0.0,0.0,0.0,0.0005346356249149184
1670366110097683471,434,1670366110097088804,,0.08149304082175723,-0.0022476858211702934,0.0,0.0,0.0,0.0006275461228355164
1670366110129635637,435,1670366110129080971,,0.09060987451391038,-0.002499095110362749,0.0,0.0,0.0,0.0006977512937236959
1670366110177617545,436,1670366110177064341,,0.09060703550104193,-0.002498982892471208,0.0,0.0,0.0,0.0006977294243954123
1670366110225665656,437,1670366110225074563,,0.07852509623222362,-0.002165715744603274,0.0,0.0,0.0,0.0006046911157358523
1670366110257485545,438,1670366110256992267,,0.11487221967302827,-0.0031681020149465448,0.0,0.0,0.0,0.0008845861124711892
1670366110305618896,439,1670366110305056452,,0.12087568088649536,-0.003333619225011265,0.0,0.0,0.0,0.0009308164117144571
1670366110337596045,440,1670366110337043452,,0.12077902008735035,-0.0033308629602640588,0.0,0.0,0.0,0.0009300720454524582
1670366110385569933,441,1670366110385031007,,0.13291482044936329,-0.0036654751628492546,0.0,0.0,0.0,0.0010235250875663777
1670366110433619711,442,1670366110433037637,,0.11476514087215549,-0.003164868672840334,0.0,0.0,0.0,0.0008837614809783772
1670366110465562748,443,1670366110465017581,,0.15405486068498525,-0.0042482247892129885,0.0,0.0,0.0,0.0011863162241827377
1670366110513631674,444,1670366110513048470,,0.1661084777622462,-0.0045805178841093145,0.0,0.0,0.0,0.0012791363937601748
1670366110545451341,445,1670366110544959674,,0.16625805794957327,-0.004584471398598473,0.0,0.0,0.0,0.0012802882159247155
1670366110593546341,446,1670366110593006211,,0.17229681449697645,-0.004750865528147767,0.0,0.0,0.0,0.001326790290279578
1670366110641606655,447,1670366110641010007,,0.14492409705906556,-0.003995957809001874,0.0,0.0,0.0,0.0011160036838437281
1670366110673535822,448,1670366110672985730,,0.19030514697617695,-0.005247039514356397,0.0,0.0,0.0,0.0014654653247020357
1670366110721560989,449,1670366110720986489,,0.20239884928189827,-0.005606291141301843,0.0,0.0,0.0,0.0014283416343781239
1670366110753409822,450,1670366110752871063,,0.08457580728786931,-0.0023577496451692593,0.0,0.0,0.0,0.0005210325912885309
1670366110769280322,451,1670366110768821915,,0.0,0.0,0.0,0.0,0.0,0.0
1670366110801530841,452,1670366110800971452,,0.25273118550809065,-0.007278034385034148,0.0,0.0,0.0,0.00038925033834321505
1670366110849504285,453,1670366110848943711,,0.3494166568819988,-0.010062295116811377,0.0,0.0,0.0,0.0005381629147499071
1670366110881192692,454,1670366110880801322,,0.2329362826882736,-0.006707854331402995,0.0,0.0,0.0,0.0003587627112443868
1670366110929571322,455,1670366110928971322,,0.23870854763704813,-0.006874029263805686,0.0,0.0,0.0,0.00036765300903974997
1670366110961413211,456,1670366110960859026,,0.1024577363226827,-0.0029504356641799198,0.0,0.0,0.0,0.00015780287420205527
1670366110977278026,457,1670366110976818118,,0.0,0.0,0.0,0.0,0.0,0.0
1670366111009221470,458,1670366111008814322,,0.3076780813603738,-0.008860004716629977,0.0,0.0,0.0,0.000473878175918094
1670366111057609766,459,1670366111057002618,,0.41011590216834126,-0.011809785410271204,0.0,0.0,0.0,0.0006316503731260573
1670366111089408859,460,1670366111088879766,,0.27510095681855073,-0.007179630632430682,0.0,0.0,0.0,0.00414627402980179
1670366111137535785,461,1670366111136925248,,0.28740332193286516,-0.005596556317525091,0.0,0.0,0.0,0.013880936407804873
1670366111185483748,462,1670366111184900581,,0.22956871223257624,-0.0033667680287024805,0.0,0.0,0.0,0.016611046951129176
1670366111217509118,463,1670366111216908248,,0.29603662402430564,-0.005265484687286813,0.0,0.0,0.0,0.01676319609309093
1670366111265468451,464,1670366111264891655,,0.30809098682793756,-0.005745154590838723,0.0,0.0,0.0,0.016101217232049696
1670366111297474933,465,1670366111296887137,,0.317213089011916,-0.006372745568473535,0.0,0.0,0.0,0.014262820122584317
1670366111345475655,466,1670366111344891414,,0.3171900981051302,-0.00664238048418774,0.0,0.0,0.0,0.012894577479904952
1670366111393481803,467,1670366111392878192,,0.25976134185906596,-0.005750994741331172,0.0,0.0,0.0,0.008986197719577677
1670366111425457340,468,1670366111424865711,,0.3414290423159474,-0.007837806795266196,0.0,0.0,0.0,0.010399096111058102
1670366111473448470,469,1670366111472869266,,0.3474417173802343,-0.008184848627774653,0.0,0.0,0.0,0.009524084671971071
1670366111577170118,470,1670366111576563192,,0.13891411871621237,-0.0033486701046066708,0.0,0.0,0.0,0.0034227954082931087
1670366111681232081,471,1670366111680607025,,0.0,0.0,0.0,0.0,0.0,0.0
1670366111785166155,472,1670366111784556581,,0.0,0.0,0.0,0.0,0.0,0.0
1670366111889160766,473,1670366111888561840,,0.0,0.0,0.0,0.0,0.0,0.0
1670366111993162358,474,1670366111992556914,,0.0,0.0,0.0,0.0,0.0,0.0
1670366112097198969,475,1670366112096569173,,0.0,0.0,0.0,0.0,0.0,0.0
1670366112201163710,476,1670366112200561303,,0.0,0.0,0.0,0.0,0.0,0.0
1670366112305246414,477,1670366112304608136,,0.0,0.0,0.0,0.0,0.0,0.0
1670366112409155173,478,1670366112408558506,,0.0,0.0,0.0,0.0,0.0,0.0
1670366112513265691,479,1670366112512558673,,0.0,0.0,0.0,0.0,0.0,0.0
1670366112617179247,480,1670366112616568414,,0.0,0.0,0.0,0.0,0.0,0.0
1670366112721163191,481,1670366112720561913,,0.0,0.0,0.0,0.0,0.0,0.0
1670366112825297728,482,1670366112824659321,,0.0,0.0,0.0,0.0,0.0,0.0
1670366112929176062,483,1670366112928568136,,0.0,0.0,0.0,0.0,0.0,0.0
1670366113033197839,484,1670366113032576969,,0.0,0.0,0.0,0.0,0.0,0.0
1670366113137188969,485,1670366113136565191,,0.0,0.0,0.0,0.0,0.0,0.0
1670366113241192839,486,1670366113240589821,,0.0,0.0,0.0,0.0,0.0,0.0
1670366113345171432,487,1670366113344561358,,0.0,0.0,0.0,0.0,0.0,0.0
1670366113449142487,488,1670366113448553376,,0.0,0.0,0.0,0.0,0.0,0.0
1670366113553183617,489,1670366113552561709,,0.0,0.0,0.0,0.0,0.0,0.0
1670366113657161154,490,1670366113656557468,,0.0,0.0,0.0,0.0,0.0,0.0
1670366113761156172,491,1670366113760559283,,0.0,0.0,0.0,0.0,0.0,0.0
1670366113865166246,492,1670366113864561468,,0.0,0.0,0.0,0.0,0.0,0.0
1670366113969296931,493,1670366113968623302,,0.0,0.0,0.0,0.0,0.0,0.0
1670366114073231357,494,1670366114072589542,,0.0,0.0,0.0,0.0,0.0,0.0
1670366114177172764,495,1670366114176562413,,0.0,0.0,0.0,0.0,0.0,0.0
1670366114281203376,496,1670366114280571653,,0.0,0.0,0.0,0.0,0.0,0.0
1670366114385195764,497,1670366114384565190,,0.0,0.0,0.0,0.0,0.0,0.0
1670366114489160098,498,1670366114488556042,,0.0,0.0,0.0,0.0,0.0,0.0
1670366114593155079,499,1670366114592559838,,0.0,0.0,0.0,0.0,0.0,0.0
1670366114697169912,500,1670366114696558857,,0.0,0.0,0.0,0.0,0.0,0.0
1670366114801160042,501,1670366114800555097,,0.0,0.0,0.0,0.0,0.0,0.0
1670366114905175912,502,1670366114904559931,,0.0,0.0,0.0,0.0,0.0,0.0
1670366115009236727,503,1670366115008591671,,0.0,0.0,0.0,0.0,0.0,0.0
1670366115113265449,504,1670366115112635319,,0.0,0.0,0.0,0.0,0.0,0.0
1670366115217227968,505,1670366115216584060,,0.0,0.0,0.0,0.0,0.0,0.0
1670366115321194597,506,1670366115320596690,,0.0,0.0,0.0,0.0,0.0,0.0
1670366115425160819,507,1670366115424560449,,0.0,0.0,0.0,0.0,0.0,0.0
1670366115529212486,508,1670366115528603671,,0.0,0.0,0.0,0.0,0.0,0.0
1670366115633182041,509,1670366115632572727,,0.0,0.0,0.0,0.0,0.0,0.0
1670366115737180282,510,1670366115736572967,,0.0,0.0,0.0,0.0,0.0,0.0
1670366115841247967,511,1670366115840595412,,0.0,0.0,0.0,0.0,0.0,0.0
1670366115945209763,512,1670366115944568171,,0.0,0.0,0.0,0.0,0.0,0.0
1670366116049271486,513,1670366116048611004,,0.0,0.0,0.0,0.0,0.0,0.0
1670366116096779097,514,1670366116096129578,,32.93173701263105,-0.8138820595783937,0.0,0.0,0.0,0.710009396592013
1670366116144729393,515,1670366116144118467,,33.26400412010714,-0.8219062004955264,0.0,0.0,0.0,0.716149623020331
1670366116176684411,516,1670366116176095023,,0.8307104174610056,-0.022810595430772792,0.0,0.0,0.0,0.0015339716677867776
1670366116224669985,517,1670366116224086726,,0.8365425062109297,-0.030634913908611457,0.0,0.0,0.0,-0.03691175119304112
1670366116272704726,518,1670366116272088245,,0.6093814913628415,0.17607911121458,0.0,0.0,0.0,0.9684584908302946
1670366116304617856,519,1670366116304060300,,0.684948064728863,0.4863949593285314,0.0,0.0,0.0,2.5324302766082707
1670366116352681726,520,1670366116352076763,,0.6893787487847871,0.4905514880786887,0.0,0.0,0.0,2.549305213556442
1670366116384513596,521,1670366116383946485,,0.27571297919275123,0.19608409935970877,0.0,0.0,0.0,1.0176389242109756
1670366116400478652,522,1670366116399941985,,0.0,0.0,0.0,0.0,0.0,0.0
1670366116432663633,523,1670366116432059041,,0.8293170623073216,0.5797292823170441,0.0,0.0,0.0,3.0034483620499732
1670366116480530393,524,1670366116479999671,,1.1062040118941998,0.7746756623464768,0.0,0.0,0.0,4.008589864982913
1670366116512652226,525,1670366116512043559,,0.6911327582685907,0.4874554243040519,0.0,0.0,0.0,2.5097460737086372
1670366116560665504,526,1670366116560054356,,0.690372035746805,0.4880579706861621,0.0,0.0,0.0,2.5080929460349655
1670366116608597615,527,1670366116608021541,,0.5471762631329716,0.388062774555819,0.0,0.0,0.0,1.9890765590196748
1670366116640626670,528,1670366116640022152,,0.6844809234106823,0.4869904003232499,0.0,0.0,0.0,2.489706109529766
1670366116688598467,529,1670366116688016559,,0.6935602443026252,0.4948456344364557,0.0,0.0,0.0,2.5251405327958096
1670366116720544430,530,1670366116719988337,,0.7066769048096633,0.5081603455082746,0.0,0.0,0.0,2.585594853989762
1670366116768632448,531,1670366116768005318,,0.7586909767641945,0.5495896612862289,0.0,0.0,0.0,2.7906573394578515
1670366116816568781,532,1670366116815987448,,0.6202184768081453,0.4518799313542703,0.0,0.0,0.0,2.2883695591108513
1670366116864585781,533,1670366116863992892,,0.5656673186128158,0.4139305666422504,0.0,0.0,0.0,2.0905302714672995
1670366116896450967,534,1670366116895918041,,0.7006636504811317,0.5170574774496355,0.0,0.0,0.0,2.604403281656232
1670366116944689189,535,1670366116944026726,,0.7090638556481887,0.5251695663886999,0.0,0.0,0.0,2.6402846854081066
1670366116976319818,536,1670366116975809985,,0.2859924758860806,0.21196112226248084,0.0,0.0,0.0,1.0641272086028628
1670366116992291059,537,1670366116991808115,,0.0,0.0,0.0,0.0,0.0,0.0
1670366117024509615,538,1670366117023948948,,0.8296816606789641,0.6097299459492944,0.0,0.0,0.0,3.053655091317684
1670366117072565855,539,1670366117071959355,,1.1086254118964787,0.8117293118137591,0.0,0.0,0.0,4.060477888705206
1670366117104542374,540,1670366117103939985,,0.6961680125599229,0.5069734859072789,0.0,0.0,0.0,2.5234521878455647
1670366117152543078,541,1670366117151928263,,0.7001130545182143,0.5119567133676617,0.0,0.0,0.0,2.5435417687625916
1670366117200544985,542,1670366117199924577,,0.5737118204952487,0.413212318191525,0.0,0.0,0.0,2.0471894876323278
1670366117232527818,543,1670366117231908133,,0.7303752646702972,0.5110015038235327,0.0,0.0,0.0,2.5237803827394854
1670366117280513411,544,1670366117279908911,,0.7403105295160164,0.5072813771885992,0.0,0.0,0.0,2.4994588773056505
1670366117312469874,545,1670366117311902151,,0.7550773906902767,0.5012650176457737,0.0,0.0,0.0,2.460700943320064
1670366117360526448,546,1670366117359916374,,0.7654403102193894,0.4962200774803067,0.0,0.0,0.0,2.4294799476235376
1670366117408503133,547,1670366117407921022,,0.6245177846625335,0.3913215732580499,0.0,0.0,0.0,1.908605960067774
1670366117440529133,548,1670366117439936948,,0.7976200373277049,0.4786221577920039,0.0,0.0,0.0,2.3242858517939617
1670366117488478355,549,1670366117487873151,,0.8165324036190122,0.4713794330236182,0.0,0.0,0.0,2.280937865023266
1670366117520454688,550,1670366117519864540,,0.8378672699438616,0.45222003869983,0.0,0.0,0.0,2.174852402136363
1670366117568483281,551,1670366117567869188,,0.8476449186172108,0.43261839144896364,0.0,0.0,0.0,2.070366672931262
1670366117616446985,552,1670366117615850614,,0.6979110944425713,0.3334036794500695,0.0,0.0,0.0,1.5848681209728315
1670366117648465244,553,1670366117647848874,,0.8851613390408442,0.40396004068842206,0.0,0.0,0.0,1.908802657357871
1670366117696485114,554,1670366117695853781,,0.8900595896596482,0.3928704393687622,0.0,0.0,0.0,1.8478278428133186
1670366117728380096,555,1670366117727752540,,0.36072275712845997,0.15530153495788887,0.0,0.0,0.0,0.7278556705337194
1670366117744173022,556,1670366117743695077,,0.0,0.0,0.0,0.0,0.0,0.0
1670366117776467373,557,1670366117775873577,,1.1138412455247706,0.44587408858060845,0.0,0.0,0.0,2.0716953501350117
1670366117824395281,558,1670366117823807540,,1.4915365958415676,0.5928585149185317,0.0,0.0,0.0,2.7486259988207493
1670366117856444244,559,1670366117855825873,,0.9466941176578108,0.3589611652777591,0.0,0.0,0.0,1.6460274403717379
1670366117904386003,560,1670366117903800466,,0.9555996121245456,0.351498732547181,0.0,0.0,0.0,1.6028273426023016
1670366117936320855,561,1670366117935708151,,0.3866008447835318,0.13952199360734513,0.0,0.0,0.0,0.6337305509163013
1670366117952194725,562,1670366117951661059,,0.0,0.0,0.0,0.0,0.0,0.0
1670366117984369577,563,1670366117983785466,,1.1849782915658609,0.3879922853156978,0.0,0.0,0.0,1.7371657796945175
1670366118032497244,564,1670366118031838558,,1.5828867013890244,0.5114653802987833,0.0,0.0,0.0,2.282401870489501
1670366118064390410,565,1670366118063794707,,1.0151143994350456,0.30754371450986473,0.0,0.0,0.0,1.350734570126884
1670366118112370095,566,1670366118111780077,,1.0237085699351496,0.30123040722012556,0.0,0.0,0.0,1.3137391496605428
1670366118160401373,567,1670366118159777207,,0.8259258076282001,0.23287272699772252,0.0,0.0,0.0,1.0048961635130982
1670366118192339966,568,1670366118191767392,,1.0512810128931687,0.2787603447820822,0.0,0.0,0.0,1.185669891639295
1670366118240386336,569,1670366118239773929,,1.0539601395607687,0.2683173417418316,0.0,0.0,0.0,1.1293453668279174
1670366118272368632,570,1670366118271765299,,1.065927638528992,0.2581799818916517,0.0,0.0,0.0,1.071164650189127
1670366118320300558,571,1670366118319720929,,1.0806717954383807,0.24979092323550794,0.0,0.0,0.0,1.0228550722991825
1670366118368344003,572,1670366118367738743,,0.8747248118574833,0.1868466092311558,0.0,0.0,0.0,0.7476959722091108
1670366118400302188,573,1670366118399719503,,1.1058741742086684,0.21676522397855047,0.0,0.0,0.0,0.8438808985115609
1670366118448331669,574,1670366118447727910,,1.1141256304238354,0.20649986971607776,0.0,0.0,0.0,0.7880428452328603
1670366118480313632,575,1670366118479715521,,1.1257516971355959,0.19309149868066086,0.0,0.0,0.0,0.7146554196081626
1670366118528315410,576,1670366118527714447,,1.1272729726015378,0.18364136118042423,0.0,0.0,0.0,0.664754937718702
1670366118629176836,577,1670366118628577280,,0.4476510326566712,0.0702502398604647,0.0,0.0,0.0,0.2499360465578156
1670366118733151614,578,1670366118732557188,,0.0,0.0,0.0,0.0,0.0,0.0
1670366118837227910,579,1670366118836592984,,0.0,0.0,0.0,0.0,0.0,0.0
1670366118941165151,580,1670366118940570410,,0.0,0.0,0.0,0.0,0.0,0.0
1670366119045177817,581,1670366119044576910,,0.0,0.0,0.0,0.0,0.0,0.0
1670366119149153669,582,1670366119148565539,,0.0,0.0,0.0,0.0,0.0,0.0
1670366119253172447,583,1670366119252595761,,0.0,0.0,0.0,0.0,0.0,0.0
1670366119357127280,584,1670366119356556632,,0.0,0.0,0.0,0.0,0.0,0.0
1670366119461138761,585,1670366119460561928,,0.0,0.0,0.0,0.0,0.0,0.0
1670366119565182539,586,1670366119564599169,,0.0,0.0,0.0,0.0,0.0,0.0
1670366119669137780,587,1670366119668554428,,0.0,0.0,0.0,0.0,0.0,0.0
1670366119773129743,588,1670366119772554539,,0.0,0.0,0.0,0.0,0.0,0.0
1670366119877225743,589,1670366119876616928,,0.0,0.0,0.0,0.0,0.0,0.0
1670366119981142909,590,1670366119980557928,,0.0,0.0,0.0,0.0,0.0,0.0
1670366120085184372,591,1670366120084575483,,0.0,0.0,0.0,0.0,0.0,0.0
1670366120189155909,592,1670366120188564391,,0.0,0.0,0.0,0.0,0.0,0.0
1670366120293198483,593,1670366120292607446,,0.0,0.0,0.0,0.0,0.0,0.0
1670366120397133483,594,1670366120396559150,,0.0,0.0,0.0,0.0,0.0,0.0
1670366120501121038,595,1670366120500554316,,0.0,0.0,0.0,0.0,0.0,0.0
1670366120605137575,596,1670366120604557853,,0.0,0.0,0.0,0.0,0.0,0.0
1670366120709134149,597,1670366120708560316,,0.0,0.0,0.0,0.0,0.0,0.0
1670366120813112057,598,1670366120812552983,,0.0,0.0,0.0,0.0,0.0,0.0
1670366120917202057,599,1670366120916589075,,0.0,0.0,0.0,0.0,0.0,0.0
1670366121021082890,600,1670366121020606760,,0.0,0.0,0.0,0.0,0.0,0.0
1670366121125162927,601,1670366121124568297,,0.0,0.0,0.0,0.0,0.0,0.0
1670366121229183686,602,1670366121228599168,,0.0,0.0,0.0,0.0,0.0,0.0
1670366121333167871,603,1670366121332592723,,0.0,0.0,0.0,0.0,0.0,0.0
1670366121437126464,604,1670366121436557705,,0.0,0.0,0.0,0.0,0.0,0.0
1670366121541150445,605,1670366121540567075,,0.0,0.0,0.0,0.0,0.0,0.0
1670366121645171556,606,1670366121644570797,,0.0,0.0,0.0,0.0,0.0,0.0
1670366121749143760,607,1670366121748561204,,0.0,0.0,0.0,0.0,0.0,0.0
1670366121853141686,608,1670366121852557538,,0.0,0.0,0.0,0.0,0.0,0.0
1670366121957126093,609,1670366121956553593,,0.0,0.0,0.0,0.0,0.0,0.0
1670366122061221223,610,1670366122060614852,,0.0,0.0,0.0,0.0,0.0,0.0
1670366122165142704,611,1670366122164562019,,0.0,0.0,0.0,0.0,0.0,0.0
1670366122269166574,612,1670366122268593019,,0.0,0.0,0.0,0.0,0.0,0.0
1670366122373120723,613,1670366122372558519,,0.0,0.0,0.0,0.0,0.0,0.0
1670366122477137222,614,1670366122476565593,,0.0,0.0,0.0,0.0,0.0,0.0
1670366122581178093,615,1670366122580577334,,0.0,0.0,0.0,0.0,0.0,0.0
1670366122685189778,616,1670366122684608148,,0.0,0.0,0.0,0.0,0.0,0.0
